option,type,temperature,Year
"Lisle Morton Arb, IL",Mar,43.1,2004
"Lisle Morton Arb, IL",Apr,52.2,2004
"Lisle Morton Arb, IL",May,62.3,2004
"Lisle Morton Arb, IL",Jun,68.1,2004
"Lisle Morton Arb, IL",Jul,71.9,2004
"Lisle Morton Arb, IL",Aug,68.6,2004
"Lisle Morton Arb, IL",Sep,66.8,2004
"Lisle Morton Arb, IL",Oct,54.9,2004
"Lisle Morton Arb, IL",Nov,44.1,2004
"Lisle Morton Arb, IL",Dec,29.9,2004
"Lisle Morton Arb, IL",Annual,51.1,2004
"Lisle Morton Arb, IL",Jan,25.3,2005
"Lisle Morton Arb, IL",Feb,33.9,2005
"Lisle Morton Arb, IL",Mar,35.6,2005
"Lisle Morton Arb, IL",Apr,53.8,2005
"Lisle Morton Arb, IL",May,58.5,2005
"Lisle Morton Arb, IL",Jun,74.7,2005
"Lisle Morton Arb, IL",Jul,75.7,2005
"Lisle Morton Arb, IL",Aug,74.1,2005
"Lisle Morton Arb, IL",Sep,69.7,2005
"Lisle Morton Arb, IL",Oct,56.0,2005
"Lisle Morton Arb, IL",Nov,43.7,2005
"Lisle Morton Arb, IL",Dec,23.9,2005
"Lisle Morton Arb, IL",Annual,52.1,2005
"Lisle Morton Arb, IL",Jan,36.6,2006
"Lisle Morton Arb, IL",Feb,29.6,2006
"Lisle Morton Arb, IL",Mar,39.1,2006
"Lisle Morton Arb, IL",Apr,54.2,2006
"Lisle Morton Arb, IL",May,60.0,2006
"Lisle Morton Arb, IL",Jun,68.5,2006
"Lisle Morton Arb, IL",Jul,76.2,2006
"Lisle Morton Arb, IL",Aug,73.2,2006
"Lisle Morton Arb, IL",Sep,62.6,2006
"Lisle Morton Arb, IL",Oct,50.0,2006
"Lisle Morton Arb, IL",Nov,43.9,2006
"Lisle Morton Arb, IL",Dec,34.7,2006
"Lisle Morton Arb, IL",Annual,52.4,2006
"Lisle Morton Arb, IL",Jan,28.9,2007
"Lisle Morton Arb, IL",Feb,17.9,2007
"Lisle Morton Arb, IL",Mar,M,2007
"Lisle Morton Arb, IL",Apr,46.3,2007
"Lisle Morton Arb, IL",May,63.4,2007
"Lisle Morton Arb, IL",Jun,70.3,2007
"Lisle Morton Arb, IL",Jul,71.8,2007
"Lisle Morton Arb, IL",Aug,74.0,2007
"Lisle Morton Arb, IL",Sep,66.0,2007
"Lisle Morton Arb, IL",Oct,58.2,2007
"Lisle Morton Arb, IL",Nov,38.3,2007
"Lisle Morton Arb, IL",Dec,26.7,2007
"Lisle Morton Arb, IL",Annual,51.1,2007
"Lisle Morton Arb, IL",Jan,23.1,2008
"Lisle Morton Arb, IL",Feb,21.5,2008
"Lisle Morton Arb, IL",Mar,33.9,2008
"Lisle Morton Arb, IL",Apr,49.5,2008
"Lisle Morton Arb, IL",May,54.4,2008
"Lisle Morton Arb, IL",Jun,69.7,2008
"Lisle Morton Arb, IL",Jul,71.0,2008
"Lisle Morton Arb, IL",Aug,65.9,2008
"Lisle Morton Arb, IL",Sep,62.9,2008
"Lisle Morton Arb, IL",Oct,50.6,2008
"Lisle Morton Arb, IL",Nov,38.6,2008
"Lisle Morton Arb, IL",Dec,22.0,2008
"Lisle Morton Arb, IL",Annual,46.9,2008
"Lisle Morton Arb, IL",Jan,14.6,2009
"Lisle Morton Arb, IL",Feb,27.4,2009
"Lisle Morton Arb, IL",Mar,38.6,2009
"Lisle Morton Arb, IL",Apr,46.4,2009
"Lisle Morton Arb, IL",May,59.0,2009
"Lisle Morton Arb, IL",Jun,68.0,2009
"Lisle Morton Arb, IL",Jul,67.2,2009
"Lisle Morton Arb, IL",Aug,68.9,2009
"Lisle Morton Arb, IL",Sep,62.8,2009
"Lisle Morton Arb, IL",Oct,45.9,2009
"Lisle Morton Arb, IL",Nov,42.4,2009
"Lisle Morton Arb, IL",Dec,25.5,2009
"Lisle Morton Arb, IL",Annual,47.2,2009
"Lisle Morton Arb, IL",Jan,20.1,2010
"Lisle Morton Arb, IL",Feb,24.9,2010
"Lisle Morton Arb, IL",Mar,40.0,2010
"Lisle Morton Arb, IL",Apr,54.0,2010
"Lisle Morton Arb, IL",May,60.6,2010
"Lisle Morton Arb, IL",Jun,70.7,2010
"Lisle Morton Arb, IL",Jul,76.2,2010
"Lisle Morton Arb, IL",Aug,74.5,2010
"Lisle Morton Arb, IL",Sep,64.3,2010
"Lisle Morton Arb, IL",Oct,53.5,2010
"Lisle Morton Arb, IL",Nov,41.1,2010
"Lisle Morton Arb, IL",Dec,20.8,2010
"Lisle Morton Arb, IL",Annual,50.1,2010
"Lisle Morton Arb, IL",Jan,20.1,2011
"Lisle Morton Arb, IL",Feb,25.2,2011
"Lisle Morton Arb, IL",Mar,35.8,2011
"Lisle Morton Arb, IL",Apr,46.5,2011
"Lisle Morton Arb, IL",May,58.6,2011
"Lisle Morton Arb, IL",Jun,69.7,2011
"Lisle Morton Arb, IL",Jul,77.1,2011
"Lisle Morton Arb, IL",Aug,71.4,2011
"Lisle Morton Arb, IL",Sep,61.0,2011
"Lisle Morton Arb, IL",Oct,52.4,2011
"Lisle Morton Arb, IL",Nov,42.8,2011
"Lisle Morton Arb, IL",Dec,33.8,2011
"Lisle Morton Arb, IL",Annual,49.5,2011
"Lisle Morton Arb, IL",Jan,28.2,2012
"Lisle Morton Arb, IL",Feb,31.7,2012
"Lisle Morton Arb, IL",Mar,51.7,2012
"Lisle Morton Arb, IL",Apr,48.3,2012
"Lisle Morton Arb, IL",May,63.5,2012
"Lisle Morton Arb, IL",Jun,69.1,2012
"Lisle Morton Arb, IL",Jul,79.2,2012
"Lisle Morton Arb, IL",Aug,70.4,2012
"Lisle Morton Arb, IL",Sep,63.4,2012
"Lisle Morton Arb, IL",Oct,49.6,2012
"Lisle Morton Arb, IL",Nov,38.7,2012
"Lisle Morton Arb, IL",Dec,35.0,2012
"Lisle Morton Arb, IL",Annual,52.4,2012
"Lisle Morton Arb, IL",Jan,25.4,2013
"Lisle Morton Arb, IL",Feb,22.9,2013
"Lisle Morton Arb, IL",Mar,30.1,2013
"Lisle Morton Arb, IL",Apr,M,2013
"Lisle Morton Arb, IL",May,59.9,2013
"Lisle Morton Arb, IL",Jun,68.3,2013
"Lisle Morton Arb, IL",Jul,71.5,2013
"Lisle Morton Arb, IL",Aug,70.1,2013
"Lisle Morton Arb, IL",Sep,65.3,2013
"Lisle Morton Arb, IL",Oct,51.2,2013
"Lisle Morton Arb, IL",Nov,35.5,2013
"Lisle Morton Arb, IL",Dec,M,2013
"Lisle Morton Arb, IL",Annual,50.0,2013
"Lisle Morton Arb, IL",Jan,M,2014
"Lisle Morton Arb, IL",Feb,13.6,2014
"Lisle Morton Arb, IL",Mar,27.9,2014
"Lisle Morton Arb, IL",Apr,45.8,2014
"Lisle Morton Arb, IL",May,59.5,2014
"Lisle Morton Arb, IL",Jun,70.5,2014
"Lisle Morton Arb, IL",Jul,68.5,2014
"Lisle Morton Arb, IL",Aug,71.7,2014
"Lisle Morton Arb, IL",Sep,61.9,2014
"Lisle Morton Arb, IL",Oct,51.1,2014
"Lisle Morton Arb, IL",Nov,32.9,2014
"Lisle Morton Arb, IL",Dec,32.2,2014
"Lisle Morton Arb, IL",Annual,48.7,2014
"Lisle Morton Arb, IL",Jan,M,2015
"Lisle Morton Arb, IL",Feb,14.6,2015
"Lisle Morton Arb, IL",Mar,M,2015
"Lisle Morton Arb, IL",Apr,48.7,2015
"Lisle Morton Arb, IL",May,61.1,2015
"Lisle Morton Arb, IL",Jun,67.7,2015
"Lisle Morton Arb, IL",Jul,71.1,2015
"Lisle Morton Arb, IL",Aug,69.8,2015
"Lisle Morton Arb, IL",Sep,69.2,2015
"Lisle Morton Arb, IL",Oct,53.0,2015
"Lisle Morton Arb, IL",Nov,43.1,2015
"Lisle Morton Arb, IL",Dec,39.4,2015
"Lisle Morton Arb, IL",Annual,53.8,2015
"Lisle Morton Arb, IL",Jan,23.5,2016
"Lisle Morton Arb, IL",Feb,29.6,2016
"Lisle Morton Arb, IL",Mar,42.4,2016
"Lisle Morton Arb, IL",Apr,47.7,2016
"Lisle Morton Arb, IL",May,58.2,2016
"Lisle Morton Arb, IL",Jun,70.2,2016
"Lisle Morton Arb, IL",Jul,74.0,2016
"Lisle Morton Arb, IL",Aug,74.9,2016
"Lisle Morton Arb, IL",Sep,68.4,2016
"Lisle Morton Arb, IL",Oct,56.1,2016
"Lisle Morton Arb, IL",Nov,45.7,2016
"Lisle Morton Arb, IL",Dec,24.7,2016
"Lisle Morton Arb, IL",Annual,51.3,2016
"Lisle Morton Arb, IL",Jan,27.5,2017
"Lisle Morton Arb, IL",Feb,36.1,2017
"Lisle Morton Arb, IL",Mar,37.4,2017
"Lisle Morton Arb, IL",Apr,51.9,2017
"Lisle Morton Arb, IL",May,56.6,2017
"Lisle Morton Arb, IL",Jun,70.0,2017
"Lisle Morton Arb, IL",Jul,72.5,2017
"Lisle Morton Arb, IL",Aug,69.3,2017
"Lisle Morton Arb, IL",Sep,66.3,2017
"Lisle Morton Arb, IL",Oct,56.1,2017
"Lisle Morton Arb, IL",Nov,36.9,2017
"Lisle Morton Arb, IL",Dec,25.9,2017
"Lisle Morton Arb, IL",Annual,50.5,2017
"Lisle Morton Arb, IL",Jan,22.3,2018
"Lisle Morton Arb, IL",Feb,26.4,2018
"Lisle Morton Arb, IL",Mar,35.3,2018
"Lisle Morton Arb, IL",Apr,39.0,2018
"Lisle Morton Arb, IL",May,65.6,2018
"Lisle Morton Arb, IL",Jun,71.0,2018
"Lisle Morton Arb, IL",Jul,73.8,2018
"Lisle Morton Arb, IL",Aug,73.2,2018
"Lisle Morton Arb, IL",Sep,66.9,2018
"Lisle Morton Arb, IL",Oct,50.7,2018
"Lisle Morton Arb, IL",Nov,33.3,2018
"Lisle Morton Arb, IL",Dec,31.2,2018
"Lisle Morton Arb, IL",Annual,49.1,2018
"Lisle Morton Arb, IL",Jan,23.3,2019
"Lisle Morton Arb, IL",Feb,24.9,2019
"Lisle Morton Arb, IL",Mar,33.2,2019
"Lisle Morton Arb, IL",Apr,47.4,2019
"Lisle Morton Arb, IL",May,56.5,2019
"Lisle Morton Arb, IL",Jun,67.8,2019
"Lisle Morton Arb, IL",Jul,76.0,2019
"Lisle Morton Arb, IL",Aug,70.4,2019
"Lisle Morton Arb, IL",Sep,67.7,2019
"Lisle Morton Arb, IL",Oct,50.8,2019
"Lisle Morton Arb, IL",Nov,32.8,2019
"Lisle Morton Arb, IL",Dec,32.0,2019
"Lisle Morton Arb, IL",Annual,48.6,2019
"Lisle Morton Arb, IL",Jan,29.1,2020
"Lisle Morton Arb, IL",Feb,27.7,2020
"Lisle Morton Arb, IL",Mar,39.5,2020
"Lisle Morton Arb, IL",Apr,46.2,2020
"Lisle Morton Arb, IL",May,M,2020
"Lisle Morton Arb, IL",Jun,M,2020
"Lisle Morton Arb, IL",Jul,75.6,2020
"Lisle Morton Arb, IL",Aug,72.3,2020
"Lisle Morton Arb, IL",Sep,63.9,2020
"Lisle Morton Arb, IL",Oct,48.9,2020
"Lisle Morton Arb, IL",Nov,44.9,2020
"Lisle Morton Arb, IL",Dec,30.5,2020
"Lisle Morton Arb, IL",Annual,47.9,2020
"Lisle Morton Arb, IL",Jan,26.6,2021
"Lisle Morton Arb, IL",Feb,16.7,2021
"Lisle Morton Arb, IL",Mar,41.0,2021
"Lisle Morton Arb, IL",Apr,49.3,2021
"Lisle Morton Arb, IL",May,57.8,2021
"Lisle Morton Arb, IL",Jun,71.8,2021
"Lisle Morton Arb, IL",Jul,72.9,2021
"Lisle Morton Arb, IL",Aug,74.6,2021
"Lisle Morton Arb, IL",Sep,67.8,2021
"Lisle Morton Arb, IL",Oct,58.0,2021
"Lisle Morton Arb, IL",Nov,38.0,2021
"Lisle Morton Arb, IL",Dec,35.0,2021
"Lisle Morton Arb, IL",Annual,50.8,2021
"Lisle Morton Arb, IL",Jan,17.5,2022
"Lisle Morton Arb, IL",Feb,24.2,2022
"Lisle Morton Arb, IL",Mar,41.0,2022
"Lisle Morton Arb, IL",Apr,44.2,2022
"Lisle Morton Arb, IL",May,M,2022
"Lisle Morton Arb, IL",Jun,71.2,2022
"Lisle Morton Arb, IL",Jul,73.5,2022
"Lisle Morton Arb, IL",Aug,72.1,2022
"Lisle Morton Arb, IL",Sep,65.5,2022
"Lisle Morton Arb, IL",Oct,50.0,2022
"Lisle Morton Arb, IL",Nov,39.7,2022
"Lisle Morton Arb, IL",Dec,24.8,2022
"Lisle Morton Arb, IL",Annual,47.6,2022
"Lisle Morton Arb, IL",Jan,28.8,2023
"Lisle Morton Arb, IL",Feb,29.1,2023
"Lisle Morton Arb, IL",Mar,35.0,2023
"Lisle Morton Arb, IL",Apr,48.2,2023
"Lisle Morton Arb, IL",May,58.7,2023
"Lisle Morton Arb, IL",Jun,67.7,2023
"Lisle Morton Arb, IL",Jul,71.8,2023
"Lisle Morton Arb, IL",Aug,70.4,2023
"Lisle Morton Arb, IL",Sep,64.5,2023
"Lisle Morton Arb, IL",Oct,53.2,2023
"Lisle Morton Arb, IL",Nov,M,2023
"Lisle Morton Arb, IL",Dec,M,2023
"Lisle Morton Arb, IL",Annual,52.7,2023
"Lowell, IN",Jan,21.6,2000
"Lowell, IN",Feb,31.0,2000
"Lowell, IN",Mar,43.5,2000
"Lowell, IN",Apr,46.9,2000
"Lowell, IN",May,62.6,2000
"Lowell, IN",Jun,68.7,2000
"Lowell, IN",Jul,70.7,2000
"Lowell, IN",Aug,70.6,2000
"Lowell, IN",Sep,64.1,2000
"Lowell, IN",Oct,55.6,2000
"Lowell, IN",Nov,37.1,2000
"Lowell, IN",Dec,14.1,2000
"Lowell, IN",Annual,48.9,2000
"Lowell, IN",Jan,21.7,2001
"Lowell, IN",Feb,27.7,2001
"Lowell, IN",Mar,33.9,2001
"Lowell, IN",Apr,53.2,2001
"Lowell, IN",May,62.1,2001
"Lowell, IN",Jun,67.3,2001
"Lowell, IN",Jul,73.1,2001
"Lowell, IN",Aug,72.3,2001
"Lowell, IN",Sep,61.6,2001
"Lowell, IN",Oct,51.7,2001
"Lowell, IN",Nov,47.9,2001
"Lowell, IN",Dec,33.0,2001
"Lowell, IN",Annual,50.5,2001
"Lowell, IN",Jan,30.8,2002
"Lowell, IN",Feb,31.7,2002
"Lowell, IN",Mar,33.2,2002
"Lowell, IN",Apr,49.4,2002
"Lowell, IN",May,55.0,2002
"Lowell, IN",Jun,71.9,2002
"Lowell, IN",Jul,76.1,2002
"Lowell, IN",Aug,72.6,2002
"Lowell, IN",Sep,66.8,2002
"Lowell, IN",Oct,49.7,2002
"Lowell, IN",Nov,37.2,2002
"Lowell, IN",Dec,28.5,2002
"Lowell, IN",Annual,50.2,2002
"Lowell, IN",Jan,19.1,2003
"Lowell, IN",Feb,22.7,2003
"Lowell, IN",Mar,37.9,2003
"Lowell, IN",Apr,50.3,2003
"Lowell, IN",May,57.4,2003
"Lowell, IN",Jun,65.0,2003
"Lowell, IN",Jul,71.6,2003
"Lowell, IN",Aug,72.9,2003
"Lowell, IN",Sep,62.5,2003
"Lowell, IN",Oct,50.6,2003
"Lowell, IN",Nov,42.5,2003
"Lowell, IN",Dec,30.8,2003
"Lowell, IN",Annual,48.6,2003
"Lowell, IN",Jan,20.5,2004
"Lowell, IN",Feb,25.4,2004
"Lowell, IN",Mar,41.9,2004
"Lowell, IN",Apr,50.6,2004
"Lowell, IN",May,62.0,2004
"Lowell, IN",Jun,67.4,2004
"Lowell, IN",Jul,71.3,2004
"Lowell, IN",Aug,66.3,2004
"Lowell, IN",Sep,65.6,2004
"Lowell, IN",Oct,52.4,2004
"Lowell, IN",Nov,43.0,2004
"Lowell, IN",Dec,28.1,2004
"Lowell, IN",Annual,49.5,2004
"Lowell, IN",Jan,24.7,2005
"Lowell, IN",Feb,30.9,2005
"Lowell, IN",Mar,33.9,2005
"Lowell, IN",Apr,52.2,2005
"Lowell, IN",May,57.8,2005
"Lowell, IN",Jun,74.6,2005
"Lowell, IN",Jul,76.0,2005
"Lowell, IN",Aug,73.8,2005
"Lowell, IN",Sep,69.3,2005
"Lowell, IN",Oct,54.4,2005
"Lowell, IN",Nov,41.9,2005
"Lowell, IN",Dec,22.9,2005
"Lowell, IN",Annual,51.0,2005
"Lowell, IN",Jan,36.3,2006
"Lowell, IN",Feb,28.6,2006
"Lowell, IN",Mar,38.3,2006
"Lowell, IN",Apr,53.9,2006
"Lowell, IN",May,58.9,2006
"Lowell, IN",Jun,68.7,2006
"Lowell, IN",Jul,74.5,2006
"Lowell, IN",Aug,71.8,2006
"Lowell, IN",Sep,61.5,2006
"Lowell, IN",Oct,48.7,2006
"Lowell, IN",Nov,42.3,2006
"Lowell, IN",Dec,33.6,2006
"Lowell, IN",Annual,51.4,2006
"Lowell, IN",Jan,28.2,2007
"Lowell, IN",Feb,14.6,2007
"Lowell, IN",Mar,42.2,2007
"Lowell, IN",Apr,46.7,2007
"Lowell, IN",May,64.0,2007
"Lowell, IN",Jun,71.1,2007
"Lowell, IN",Jul,70.7,2007
"Lowell, IN",Aug,73.7,2007
"Lowell, IN",Sep,67.0,2007
"Lowell, IN",Oct,57.7,2007
"Lowell, IN",Nov,38.9,2007
"Lowell, IN",Dec,26.5,2007
"Lowell, IN",Annual,50.1,2007
"Lowell, IN",Jan,23.1,2008
"Lowell, IN",Feb,22.5,2008
"Lowell, IN",Mar,34.6,2008
"Lowell, IN",Apr,49.8,2008
"Lowell, IN",May,55.7,2008
"Lowell, IN",Jun,70.3,2008
"Lowell, IN",Jul,72.3,2008
"Lowell, IN",Aug,69.5,2008
"Lowell, IN",Sep,65.7,2008
"Lowell, IN",Oct,51.5,2008
"Lowell, IN",Nov,39.0,2008
"Lowell, IN",Dec,23.3,2008
"Lowell, IN",Annual,48.1,2008
"Lowell, IN",Jan,14.3,2009
"Lowell, IN",Feb,28.0,2009
"Lowell, IN",Mar,39.7,2009
"Lowell, IN",Apr,47.6,2009
"Lowell, IN",May,59.9,2009
"Lowell, IN",Jun,69.4,2009
"Lowell, IN",Jul,68.0,2009
"Lowell, IN",Aug,68.7,2009
"Lowell, IN",Sep,64.2,2009
"Lowell, IN",Oct,48.5,2009
"Lowell, IN",Nov,44.1,2009
"Lowell, IN",Dec,27.2,2009
"Lowell, IN",Annual,48.3,2009
"Lowell, IN",Jan,20.1,2010
"Lowell, IN",Feb,23.8,2010
"Lowell, IN",Mar,41.0,2010
"Lowell, IN",Apr,55.0,2010
"Lowell, IN",May,61.4,2010
"Lowell, IN",Jun,71.9,2010
"Lowell, IN",Jul,75.6,2010
"Lowell, IN",Aug,74.2,2010
"Lowell, IN",Sep,64.8,2010
"Lowell, IN",Oct,53.8,2010
"Lowell, IN",Nov,41.0,2010
"Lowell, IN",Dec,19.3,2010
"Lowell, IN",Annual,50.2,2010
"Lowell, IN",Jan,20.1,2011
"Lowell, IN",Feb,24.4,2011
"Lowell, IN",Mar,37.5,2011
"Lowell, IN",Apr,48.2,2011
"Lowell, IN",May,59.0,2011
"Lowell, IN",Jun,70.3,2011
"Lowell, IN",Jul,77.0,2011
"Lowell, IN",Aug,71.1,2011
"Lowell, IN",Sep,61.3,2011
"Lowell, IN",Oct,52.8,2011
"Lowell, IN",Nov,43.4,2011
"Lowell, IN",Dec,33.9,2011
"Lowell, IN",Annual,49.9,2011
"Lowell, IN",Jan,28.5,2012
"Lowell, IN",Feb,31.4,2012
"Lowell, IN",Mar,52.1,2012
"Lowell, IN",Apr,50.0,2012
"Lowell, IN",May,62.4,2012
"Lowell, IN",Jun,69.5,2012
"Lowell, IN",Jul,76.7,2012
"Lowell, IN",Aug,69.8,2012
"Lowell, IN",Sep,62.2,2012
"Lowell, IN",Oct,50.6,2012
"Lowell, IN",Nov,38.2,2012
"Lowell, IN",Dec,35.5,2012
"Lowell, IN",Annual,52.2,2012
"Lowell, IN",Jan,25.9,2013
"Lowell, IN",Feb,25.4,2013
"Lowell, IN",Mar,31.4,2013
"Lowell, IN",Apr,46.5,2013
"Lowell, IN",May,61.4,2013
"Lowell, IN",Jun,66.0,2013
"Lowell, IN",Jul,70.8,2013
"Lowell, IN",Aug,69.8,2013
"Lowell, IN",Sep,65.8,2013
"Lowell, IN",Oct,52.5,2013
"Lowell, IN",Nov,36.8,2013
"Lowell, IN",Dec,23.4,2013
"Lowell, IN",Annual,48.0,2013
"Lowell, IN",Jan,14.2,2014
"Lowell, IN",Feb,13.9,2014
"Lowell, IN",Mar,28.3,2014
"Lowell, IN",Apr,48.2,2014
"Lowell, IN",May,M,2014
"Lowell, IN",Jun,70.6,2014
"Lowell, IN",Jul,66.8,2014
"Lowell, IN",Aug,71.2,2014
"Lowell, IN",Sep,62.6,2014
"Lowell, IN",Oct,51.1,2014
"Lowell, IN",Nov,32.8,2014
"Lowell, IN",Dec,32.7,2014
"Lowell, IN",Annual,44.8,2014
"Lowell, IN",Jan,20.3,2015
"Lowell, IN",Feb,14.6,2015
"Lowell, IN",Mar,32.8,2015
"Lowell, IN",Apr,50.1,2015
"Lowell, IN",May,62.8,2015
"Lowell, IN",Jun,68.4,2015
"Lowell, IN",Jul,71.1,2015
"Lowell, IN",Aug,69.6,2015
"Lowell, IN",Sep,68.6,2015
"Lowell, IN",Oct,53.5,2015
"Lowell, IN",Nov,43.4,2015
"Lowell, IN",Dec,39.7,2015
"Lowell, IN",Annual,49.6,2015
"Lowell, IN",Jan,24.5,2016
"Lowell, IN",Feb,30.1,2016
"Lowell, IN",Mar,44.0,2016
"Lowell, IN",Apr,48.6,2016
"Lowell, IN",May,59.0,2016
"Lowell, IN",Jun,72.1,2016
"Lowell, IN",Jul,73.5,2016
"Lowell, IN",Aug,74.2,2016
"Lowell, IN",Sep,69.1,2016
"Lowell, IN",Oct,57.5,2016
"Lowell, IN",Nov,46.0,2016
"Lowell, IN",Dec,24.8,2016
"Lowell, IN",Annual,51.9,2016
"Lowell, IN",Jan,29.6,2017
"Lowell, IN",Feb,37.4,2017
"Lowell, IN",Mar,38.8,2017
"Lowell, IN",Apr,52.7,2017
"Lowell, IN",May,58.3,2017
"Lowell, IN",Jun,71.6,2017
"Lowell, IN",Jul,M,2017
"Lowell, IN",Aug,M,2017
"Lowell, IN",Sep,M,2017
"Lowell, IN",Oct,56.5,2017
"Lowell, IN",Nov,38.6,2017
"Lowell, IN",Dec,26.0,2017
"Lowell, IN",Annual,45.5,2017
"Lowell, IN",Jan,21.0,2018
"Lowell, IN",Feb,27.0,2018
"Lowell, IN",Mar,35.1,2018
"Lowell, IN",Apr,40.7,2018
"Lowell, IN",May,67.1,2018
"Lowell, IN",Jun,72.2,2018
"Lowell, IN",Jul,72.9,2018
"Lowell, IN",Aug,73.2,2018
"Lowell, IN",Sep,68.2,2018
"Lowell, IN",Oct,51.4,2018
"Lowell, IN",Nov,33.7,2018
"Lowell, IN",Dec,31.7,2018
"Lowell, IN",Annual,49.5,2018
"Lowell, IN",Jan,21.6,2019
"Lowell, IN",Feb,25.7,2019
"Lowell, IN",Mar,33.3,2019
"Lowell, IN",Apr,48.5,2019
"Lowell, IN",May,58.5,2019
"Lowell, IN",Jun,68.6,2019
"Lowell, IN",Jul,75.7,2019
"Lowell, IN",Aug,70.4,2019
"Lowell, IN",Sep,68.0,2019
"Lowell, IN",Oct,52.1,2019
"Lowell, IN",Nov,33.6,2019
"Lowell, IN",Dec,33.1,2019
"Lowell, IN",Annual,49.1,2019
"Lowell, IN",Jan,30.6,2020
"Lowell, IN",Feb,M,2020
"Lowell, IN",Mar,39.7,2020
"Lowell, IN",Apr,45.1,2020
"Lowell, IN",May,58.2,2020
"Lowell, IN",Jun,72.1,2020
"Lowell, IN",Jul,75.2,2020
"Lowell, IN",Aug,70.9,2020
"Lowell, IN",Sep,63.3,2020
"Lowell, IN",Oct,49.7,2020
"Lowell, IN",Nov,44.6,2020
"Lowell, IN",Dec,31.2,2020
"Lowell, IN",Annual,52.8,2020
"Lowell, IN",Jan,27.3,2021
"Lowell, IN",Feb,16.6,2021
"Lowell, IN",Mar,42.1,2021
"Lowell, IN",Apr,49.2,2021
"Lowell, IN",May,57.8,2021
"Lowell, IN",Jun,72.3,2021
"Lowell, IN",Jul,72.2,2021
"Lowell, IN",Aug,73.9,2021
"Lowell, IN",Sep,67.6,2021
"Lowell, IN",Oct,58.3,2021
"Lowell, IN",Nov,M,2021
"Lowell, IN",Dec,34.6,2021
"Lowell, IN",Annual,52.0,2021
"Lowell, IN",Jan,M,2022
"Lowell, IN",Feb,24.9,2022
"Lowell, IN",Mar,39.2,2022
"Lowell, IN",Apr,45.5,2022
"Lowell, IN",May,M,2022
"Lowell, IN",Jun,M,2022
"Lowell, IN",Jul,72.9,2022
"Lowell, IN",Aug,71.1,2022
"Lowell, IN",Sep,64.6,2022
"Lowell, IN",Oct,51.5,2022
"Lowell, IN",Nov,41.3,2022
"Lowell, IN",Dec,27.9,2022
"Lowell, IN",Annual,48.8,2022
"Lowell, IN",Jan,32.3,2023
"Lowell, IN",Feb,32.8,2023
"Lowell, IN",Mar,36.9,2023
"Lowell, IN",Apr,50.3,2023
"Lowell, IN",May,62.1,2023
"Lowell, IN",Jun,68.8,2023
"Lowell, IN",Jul,72.4,2023
"Lowell, IN",Aug,70.8,2023
"Lowell, IN",Sep,65.4,2023
"Lowell, IN",Oct,53.5,2023
"Lowell, IN",Nov,M,2023
"Lowell, IN",Dec,M,2023
"Lowell, IN",Annual,54.5,2023
"Marengo, IL",Jan,M,2000
"Marengo, IL",Feb,31.9,2000
"Marengo, IL",Mar,M,2000
"Marengo, IL",Apr,M,2000
"Marengo, IL",May,M,2000
"Marengo, IL",Jun,M,2000
"Marengo, IL",Jul,M,2000
"Marengo, IL",Aug,M,2000
"Marengo, IL",Sep,M,2000
"Marengo, IL",Oct,M,2000
"Marengo, IL",Nov,M,2000
"Marengo, IL",Dec,M,2000
"Marengo, IL",Annual,31.9,2000
"Marengo, IL",Jan,M,2001
"Marengo, IL",Feb,M,2001
"Marengo, IL",Mar,M,2001
"Marengo, IL",Apr,M,2001
"Marengo, IL",May,M,2001
"Marengo, IL",Jun,M,2001
"Marengo, IL",Jul,M,2001
"Marengo, IL",Aug,M,2001
"Marengo, IL",Sep,M,2001
"Marengo, IL",Oct,M,2001
"Marengo, IL",Nov,M,2001
"Marengo, IL",Dec,M,2001
"Marengo, IL",Annual,M,2001
"Marengo, IL",Jan,M,2002
"Marengo, IL",Feb,M,2002
"Marengo, IL",Mar,M,2002
"Marengo, IL",Apr,M,2002
"Marengo, IL",May,M,2002
"Marengo, IL",Jun,M,2002
"Marengo, IL",Jul,M,2002
"Marengo, IL",Aug,72.5,2002
"Marengo, IL",Sep,66.2,2002
"Marengo, IL",Oct,49.3,2002
"Marengo, IL",Nov,35.1,2002
"Marengo, IL",Dec,27.0,2002
"Marengo, IL",Annual,50.0,2002
"Marengo, IL",Jan,18.1,2003
"Marengo, IL",Feb,21.1,2003
"Marengo, IL",Mar,34.0,2003
"Marengo, IL",Apr,47.0,2003
"Marengo, IL",May,56.1,2003
"Marengo, IL",Jun,65.1,2003
"Marengo, IL",Jul,71.1,2003
"Marengo, IL",Aug,73.0,2003
"Marengo, IL",Sep,62.9,2003
"Marengo, IL",Oct,50.6,2003
"Marengo, IL",Nov,39.2,2003
"Marengo, IL",Dec,30.0,2003
"Marengo, IL",Annual,47.4,2003
"Marengo, IL",Jan,17.8,2004
"Marengo, IL",Feb,24.2,2004
"Marengo, IL",Mar,40.5,2004
"Marengo, IL",Apr,48.8,2004
"Marengo, IL",May,59.5,2004
"Marengo, IL",Jun,65.7,2004
"Marengo, IL",Jul,69.8,2004
"Marengo, IL",Aug,65.4,2004
"Marengo, IL",Sep,65.4,2004
"Marengo, IL",Oct,53.2,2004
